file_path,word,speaker,session_id,mfcc_0_mean,mfcc_0_std,mfcc_0_max,mfcc_0_min,mfcc_1_mean,mfcc_1_std,mfcc_1_max,mfcc_1_min,mfcc_2_mean,mfcc_2_std,mfcc_2_max,mfcc_2_min,mfcc_3_mean,mfcc_3_std,mfcc_3_max,mfcc_3_min,mfcc_4_mean,mfcc_4_std,mfcc_4_max,mfcc_4_min,mfcc_5_mean,mfcc_5_std,mfcc_5_max,mfcc_5_min,mfcc_6_mean,mfcc_6_std,mfcc_6_max,mfcc_6_min,mfcc_7_mean,mfcc_7_std,mfcc_7_max,mfcc_7_min,mfcc_delta_0_mean,mfcc_delta_0_std,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta_2_mean,mfcc_delta_2_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,mel_0_mean,mel_1_mean,mel_2_mean,mel_3_mean,mel_4_mean,f0_mean,f0_std,f0_range,voicing_ratio,rms_mean,rms_std,zcr_mean,signal_mean,signal_std,signal_max,duration,word_length,difficult_chars_count,word_difficulty_ratio,speaker_encoded
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخ\6.wav,اخ,أحمد,أحمد_اخ,-273.70987,102.31128,-160.29317,-536.6205,58.261185,13.239617,85.08303,38.871727,-127.77404,54.704796,11.564396,-181.67068,24.694523,21.238037,59.80713,-9.332659,-34.00953,21.900234,2.6125085,-59.338066,-15.114102,17.191212,5.451311,-48.8244,-16.926537,7.760462,0.22097862,-28.357388,-35.784298,14.907533,0.8080364,-60.33175,-0.6037407,27.13848,-0.81716573,1.9905221,-2.3197174,13.902808,2292.0311939781905,229.0336859817803,1340.1212083860341,3764.208984375,-10.922039,-6.7773185,-6.645778,-7.613409,-1.6096907,146.65888034085006,55.38924358562732,210.02977597840527,1.0,0.11303993,0.10188174,0.17238653273809523,5.786114e-06,0.15363453,1.0,0.4784126984126984,2,1,0.5,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\1.wav,اخت,أحمد,أحمد_اخت,-338.2215,127.745605,-160.31334,-525.56696,0.36455482,72.72731,99.88502,-111.35632,-49.308296,38.719273,5.7406435,-106.10205,38.947006,27.717085,76.57058,-14.667713,-28.629555,18.76192,6.6998167,-57.53376,-1.1395309,17.498714,25.984995,-42.476597,-34.154495,16.385448,-4.0391297,-68.89775,0.100096725,31.048376,43.329258,-47.606422,-6.2807736,17.059984,-1.9547201,9.700693,1.8230418,6.7009144,3858.1171303385026,1735.6445232384485,1687.1156982070336,5632.770817454269,-26.147812,-22.873854,-26.197554,-28.696903,-17.464466,141.7552343351696,90.86434786577448,249.31568924559275,1.0,0.10061776,0.13388002,0.3447384717987805,2.5741903e-07,0.1694438,1.0,0.9300226757369614,3,1,0.3333333333333333,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\2.wav,اخت,أحمد,أحمد_اخت,-336.47128,156.71669,-145.46156,-572.1643,26.054035,40.543037,100.45815,-17.406437,-40.22878,37.604504,11.328188,-104.90056,53.57727,41.21198,118.30243,-6.236019,-29.249279,24.56692,29.931604,-60.50091,-0.37722558,21.507326,24.819454,-55.754738,-45.256844,29.43438,-13.640682,-94.147316,-8.831192,19.141378,15.58514,-45.20041,-5.10434,18.690594,-2.1151974,3.9599717,0.45141926,5.9801445,3885.852755402092,1454.921242486846,1906.6766508250075,5836.3055419921875,-16.575394,-17.595694,-27.076452,-29.14093,-21.787388,169.95093499434336,96.49523023229182,251.40313030211502,1.0,0.08097978,0.09512904,0.32689208984375,1.6035807e-05,0.12556227,0.88335854,0.9194557823129251,3,1,0.3333333333333333,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\21.wav,اخت,أسيل,أسيل_اخت,-277.69846,138.93642,-96.141045,-537.5593,82.50105,41.504383,128.77295,-16.086296,-18.887129,49.867477,51.401627,-108.71069,57.989937,32.08274,109.12322,8.936442,-22.342812,28.228039,25.201859,-64.005875,9.418334,20.158895,50.817596,-15.523817,-42.43761,20.087574,-5.8338156,-75.22876,-12.121544,22.394213,31.927078,-46.225147,-14.203788,24.988668,-5.371368,6.131401,3.6594813,11.134769,2213.4404843714115,1196.9809283889342,1973.042338366575,4438.438678609914,5.5288053,-2.5593994,-18.511488,-22.700394,-18.223486,232.52696676916122,46.17948460737065,238.19132380106947,1.0,0.12171986,0.09116292,0.09900323275862069,-3.830461e-05,0.1533039,0.9173167,0.6629478458049887,3,1,0.3333333333333333,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\22.wav,اخت,أسيل,أسيل_اخت,-249.3849,109.20571,-117.443596,-501.14807,94.495255,30.363167,129.49591,-3.0703802,-28.86638,46.995113,71.27536,-86.02516,37.420956,26.153732,93.83446,-13.45058,-28.331081,29.374674,17.931313,-83.07419,-4.7360883,12.415044,25.039364,-23.71823,-36.12126,18.957483,-7.498369,-69.20848,-24.67816,19.13207,17.438116,-53.937347,-6.7883053,27.304937,-2.946051,5.0715885,2.6429124,11.030226,1829.4858515083577,832.5388172128818,1785.6536159659036,3728.8330078125,5.368101,4.5888476,-9.578637,-13.177568,-12.528805,215.23612318090377,72.21970459341254,222.45287852609027,1.0,0.13743782,0.12151944,0.093359375,-3.393789e-05,0.18465984,0.9692218,0.6875736961451248,3,1,0.3333333333333333,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\23.wav,اخت,أسيل,أسيل_اخت,-288.01602,117.93375,-103.64097,-508.22098,59.97137,47.186203,127.74252,-36.95247,-12.675242,43.25749,67.614655,-84.636475,42.029263,43.45398,118.10179,-59.942997,-25.046982,27.696196,18.127567,-82.1398,8.264375,16.25215,45.720406,-15.502779,-38.448875,13.144979,-20.684109,-60.738983,-5.157984,16.77254,25.195993,-33.382225,3.3511693,21.004957,3.1473048,9.892523,1.0290546,6.6513863,2675.347879652764,1514.0415246388754,2048.1356663691795,4940.699834408967,-0.8409659,-7.6128116,-21.26858,-22.669178,-22.316221,212.7108753156656,72.90412466603257,250.13879852548052,1.0,0.08871446,0.07377578,0.18895422894021738,9.617231e-05,0.11665226,0.65859294,1.0467120181405896,3,1,0.3333333333333333,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\24.wav,اخت,أسيل,أسيل_اخت,-267.41577,147.35034,-96.84073,-503.62567,75.58672,50.966488,160.10242,-22.253365,-25.65188,43.540375,68.331665,-71.42566,52.83862,43.732998,113.1741,-3.66742,-18.428694,20.21036,17.507221,-57.223755,-5.513679,16.041168,23.01242,-32.171787,-38.0917,16.650421,-10.098958,-60.812885,-22.196543,21.490648,16.047094,-51.550064,5.3087635,20.413174,0.1814564,10.400576,-2.7885373,4.050683,2365.5554278100644,1452.018374317632,1865.8779697371385,4648.480224609375,2.4393535,-3.0312786,-17.418943,-21.695763,-16.424032,227.38751204189487,63.763574370094986,233.775388603089,1.0,0.15825285,0.12880515,0.1575927734375,4.7182994e-06,0.20542325,0.8146842,1.1144671201814058,3,1,0.3333333333333333,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\3.wav,اخت,أحمد,أحمد_اخت,-262.0849,142.13512,-104.536224,-507.55432,19.649632,38.586334,97.54007,-22.481754,-55.37612,28.949766,26.170074,-93.53341,44.140446,40.351128,101.99944,-25.794647,-33.8605,30.173275,12.814974,-72.8401,-0.8085051,22.491833,26.576122,-50.66972,-45.31391,24.143,-16.256676,-86.302086,-0.92772657,18.901037,25.02732,-31.236176,-6.8821926,15.285496,-2.4415493,5.6267915,1.197867,6.049837,3762.5336039668246,1248.6452410677105,1969.2305056523064,5934.19189453125,-15.191462,-11.374864,-19.9073,-20.316666,-14.587854,151.33314400638278,109.52653272157062,248.96219865036613,1.0,0.121804975,0.12925477,0.3383905319940476,4.295138e-06,0.17857863,0.9655679,0.964625850340136,3,1,0.3333333333333333,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\1.wav,اخت,أحمد,أحمد_اخت,-338.2215,127.745605,-160.31334,-525.56696,0.36455482,72.72731,99.88502,-111.35632,-49.308296,38.719273,5.7406435,-106.10205,38.947006,27.717085,76.57058,-14.667713,-28.629555,18.76192,6.6998167,-57.53376,-1.1395309,17.498714,25.984995,-42.476597,-34.154495,16.385448,-4.0391297,-68.89775,0.100096725,31.048376,43.329258,-47.606422,-6.2807736,17.059984,-1.9547201,9.700693,1.8230418,6.7009144,3858.1171303385026,1735.6445232384485,1687.1156982070336,5632.770817454269,-26.147812,-22.873854,-26.197554,-28.696903,-17.464466,141.7552343351696,90.86434786577448,249.31568924559275,1.0,0.10061776,0.13388002,0.3447384717987805,2.5741903e-07,0.1694438,1.0,0.9300226757369614,3,1,0.3333333333333333,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\2.wav,اخت,أحمد,أحمد_اخت,-336.47128,156.71669,-145.46156,-572.1643,26.054035,40.543037,100.45815,-17.406437,-40.22878,37.604504,11.328188,-104.90056,53.57727,41.21198,118.30243,-6.236019,-29.249279,24.56692,29.931604,-60.50091,-0.37722558,21.507326,24.819454,-55.754738,-45.256844,29.43438,-13.640682,-94.147316,-8.831192,19.141378,15.58514,-45.20041,-5.10434,18.690594,-2.1151974,3.9599717,0.45141926,5.9801445,3885.852755402092,1454.921242486846,1906.6766508250075,5836.3055419921875,-16.575394,-17.595694,-27.076452,-29.14093,-21.787388,169.95093499434336,96.49523023229182,251.40313030211502,1.0,0.08097978,0.09512904,0.32689208984375,1.6035807e-05,0.12556227,0.88335854,0.9194557823129251,3,1,0.3333333333333333,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\21.wav,اخت,أسيل,أسيل_اخت,-277.69846,138.93642,-96.141045,-537.5593,82.50105,41.504383,128.77295,-16.086296,-18.887129,49.867477,51.401627,-108.71069,57.989937,32.08274,109.12322,8.936442,-22.342812,28.228039,25.201859,-64.005875,9.418334,20.158895,50.817596,-15.523817,-42.43761,20.087574,-5.8338156,-75.22876,-12.121544,22.394213,31.927078,-46.225147,-14.203788,24.988668,-5.371368,6.131401,3.6594813,11.134769,2213.4404843714115,1196.9809283889342,1973.042338366575,4438.438678609914,5.5288053,-2.5593994,-18.511488,-22.700394,-18.223486,232.52696676916122,46.17948460737065,238.19132380106947,1.0,0.12171986,0.09116292,0.09900323275862069,-3.830461e-05,0.1533039,0.9173167,0.6629478458049887,3,1,0.3333333333333333,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\22.wav,اخت,أسيل,أسيل_اخت,-249.3849,109.20571,-117.443596,-501.14807,94.495255,30.363167,129.49591,-3.0703802,-28.86638,46.995113,71.27536,-86.02516,37.420956,26.153732,93.83446,-13.45058,-28.331081,29.374674,17.931313,-83.07419,-4.7360883,12.415044,25.039364,-23.71823,-36.12126,18.957483,-7.498369,-69.20848,-24.67816,19.13207,17.438116,-53.937347,-6.7883053,27.304937,-2.946051,5.0715885,2.6429124,11.030226,1829.4858515083577,832.5388172128818,1785.6536159659036,3728.8330078125,5.368101,4.5888476,-9.578637,-13.177568,-12.528805,215.23612318090377,72.21970459341254,222.45287852609027,1.0,0.13743782,0.12151944,0.093359375,-3.393789e-05,0.18465984,0.9692218,0.6875736961451248,3,1,0.3333333333333333,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\23.wav,اخت,أسيل,أسيل_اخت,-288.01602,117.93375,-103.64097,-508.22098,59.97137,47.186203,127.74252,-36.95247,-12.675242,43.25749,67.614655,-84.636475,42.029263,43.45398,118.10179,-59.942997,-25.046982,27.696196,18.127567,-82.1398,8.264375,16.25215,45.720406,-15.502779,-38.448875,13.144979,-20.684109,-60.738983,-5.157984,16.77254,25.195993,-33.382225,3.3511693,21.004957,3.1473048,9.892523,1.0290546,6.6513863,2675.347879652764,1514.0415246388754,2048.1356663691795,4940.699834408967,-0.8409659,-7.6128116,-21.26858,-22.669178,-22.316221,212.7108753156656,72.90412466603257,250.13879852548052,1.0,0.08871446,0.07377578,0.18895422894021738,9.617231e-05,0.11665226,0.65859294,1.0467120181405896,3,1,0.3333333333333333,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\24.wav,اخت,أسيل,أسيل_اخت,-267.41577,147.35034,-96.84073,-503.62567,75.58672,50.966488,160.10242,-22.253365,-25.65188,43.540375,68.331665,-71.42566,52.83862,43.732998,113.1741,-3.66742,-18.428694,20.21036,17.507221,-57.223755,-5.513679,16.041168,23.01242,-32.171787,-38.0917,16.650421,-10.098958,-60.812885,-22.196543,21.490648,16.047094,-51.550064,5.3087635,20.413174,0.1814564,10.400576,-2.7885373,4.050683,2365.5554278100644,1452.018374317632,1865.8779697371385,4648.480224609375,2.4393535,-3.0312786,-17.418943,-21.695763,-16.424032,227.38751204189487,63.763574370094986,233.775388603089,1.0,0.15825285,0.12880515,0.1575927734375,4.7182994e-06,0.20542325,0.8146842,1.1144671201814058,3,1,0.3333333333333333,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخت\3.wav,اخت,أحمد,أحمد_اخت,-262.0849,142.13512,-104.536224,-507.55432,19.649632,38.586334,97.54007,-22.481754,-55.37612,28.949766,26.170074,-93.53341,44.140446,40.351128,101.99944,-25.794647,-33.8605,30.173275,12.814974,-72.8401,-0.8085051,22.491833,26.576122,-50.66972,-45.31391,24.143,-16.256676,-86.302086,-0.92772657,18.901037,25.02732,-31.236176,-6.8821926,15.285496,-2.4415493,5.6267915,1.197867,6.049837,3762.5336039668246,1248.6452410677105,1969.2305056523064,5934.19189453125,-15.191462,-11.374864,-19.9073,-20.316666,-14.587854,151.33314400638278,109.52653272157062,248.96219865036613,1.0,0.121804975,0.12925477,0.3383905319940476,4.295138e-06,0.17857863,0.9655679,0.964625850340136,3,1,0.3333333333333333,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\14.wav,اخضر,هيفاء,هيفاء_اخضر,-211.39749,94.6429,-78.04585,-375.28992,170.03337,23.210749,211.67139,131.88293,-36.683495,32.852184,17.918943,-92.02895,-10.718503,11.919378,9.349368,-42.1722,-44.31537,30.132755,17.153046,-110.65985,-1.6632578,27.08451,49.681046,-36.441322,-22.357668,11.642034,-3.2169044,-44.545357,-8.596551,12.819805,21.394806,-36.06769,-3.578126,15.6776085,-1.2397593,4.127659,0.5850527,6.469204,1094.362878591071,319.0168889611687,1092.6530601042937,1663.1232766544117,6.804324,7.635391,4.555538,-1.6582702,-12.264199,241.91722313110512,70.85427154567131,250.55520704715448,1.0,0.16208555,0.1361683,0.06626263786764706,0.00016149858,0.21448869,1.0,0.7706575963718821,4,2,0.5,3
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\21.wav,اخضر,أسيل,أسيل_اخضر,-282.90424,173.71422,-64.688034,-562.5642,43.79701,62.873055,136.97461,-69.3295,-82.1881,58.8371,28.298702,-173.74329,13.261787,22.247362,45.397007,-42.44841,-61.745876,41.815907,3.2901971,-113.4595,11.5936365,13.690037,43.44552,-20.159237,-27.440845,23.37928,9.767295,-82.93933,-19.001045,20.768517,17.01158,-52.593803,-4.104648,27.445887,0.41068053,10.900893,2.1704855,9.08425,3234.5546075378247,1378.2747281071065,1762.01690891205,5236.985426682692,-18.961514,-12.694513,-12.982298,-15.002212,-14.951904,151.9410279377479,77.24670976934529,252.05479452054794,1.0,0.11418619,0.12062232,0.26184395032051283,2.4844678e-06,0.16716824,0.974219,0.8940136054421769,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\22.wav,اخضر,أسيل,أسيل_اخضر,-301.9651,157.79323,-109.2363,-580.6844,58.749092,40.701557,127.90334,-7.5988255,-73.13203,55.31989,15.847744,-170.50359,15.193851,27.069374,96.75057,-43.013206,-55.145382,37.624603,15.226391,-104.09081,9.390156,14.103704,35.768486,-23.565628,-26.429527,21.03035,1.9449341,-82.975525,-20.934769,15.6668,16.746956,-47.15763,-1.8380697,32.2977,-1.0552078,9.09689,0.39525485,11.915076,2807.1313443849676,1195.5984660271697,1808.6749610432876,4932.7783203125,-13.179469,-12.190119,-12.379093,-14.777969,-15.373506,177.42872062806072,80.21599786431933,245.20667434333293,1.0,0.08130605,0.09149292,0.19365234375,1.1508574e-06,0.12295302,0.88959837,1.0355102040816326,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\23.wav,اخضر,أسيل,أسيل_اخضر,-271.2829,152.15639,-85.71279,-539.21216,69.52993,44.87771,136.91156,-14.964811,-60.58369,56.153595,27.29512,-136.89873,7.608826,20.625635,74.626114,-25.091402,-59.228786,38.10011,1.2597343,-111.69014,2.8641202,7.5566697,20.930126,-17.404388,-18.508604,24.881302,18.583076,-65.908005,-20.642336,14.457478,10.040001,-50.186844,-3.3707037,24.730488,-1.0640506,9.680118,0.80143356,9.226452,2681.1239758763277,1292.6628915193485,1821.6554039822117,4817.428234011628,-10.781024,-7.993362,-9.076624,-12.985783,-16.19515,219.82288587062973,69.10925954566586,246.5158631834072,1.0,0.10355438,0.10530018,0.18413880813953487,1.1253221e-06,0.14878653,1.0,0.9837641723356009,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\24.wav,اخضر,أسيل,أسيل_اخضر,-227.82425,106.15194,-130.46509,-537.4809,74.52559,31.527685,110.13755,-16.01739,-81.66789,46.208344,5.9775553,-142.16739,3.184251,12.861414,28.07814,-17.748087,-78.52425,24.542154,-6.142196,-113.3042,7.3154774,9.126208,25.22586,-8.917825,-29.062798,16.03554,-4.651811,-72.04466,-26.818869,14.7591305,6.509126,-49.42932,7.913582,24.565567,3.060926,6.9785404,-1.772314,9.84526,2466.91001291088,811.6226531153179,1765.4686506968644,4745.743375211148,-5.394424,1.5748568,0.89574945,-3.136148,-7.022799,239.6198262653065,61.97232904899942,237.14768803819686,1.0,0.12312719,0.09790912,0.15754328547297297,-4.015661e-06,0.15856247,1.0,0.8456689342403628,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\25.wav,اخضر,أسيل,أسيل_اخضر,-247.14088,140.73087,-114.14188,-553.7361,86.618774,36.900898,128.55997,-0.45202655,-76.05228,49.983932,35.58574,-132.8257,13.647353,25.993628,54.433075,-60.326668,-58.772858,35.175915,4.1999,-115.36676,-20.498837,15.393702,5.9463754,-63.939598,-39.71059,19.860706,1.9819534,-78.21458,-10.145673,8.5094185,6.3737216,-29.798649,-1.8946689,33.03924,-0.42731452,10.377539,1.3845627,10.191306,2354.8146123974857,1148.0718519975337,1720.6351183474676,4163.163956351902,-6.8139443,-0.23461317,-2.9520376,-12.549309,-14.215484,229.59084526450138,67.70613830564253,248.66242087066968,1.0,0.11477373,0.09618893,0.1446480129076087,1.6276477e-06,0.15059404,1.0,1.0561904761904761,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\26.wav,اخضر,أسيل,أسيل_اخضر,-247.45537,147.06894,-106.50103,-516.1677,68.7956,43.532993,139.15787,-3.643507,-64.06624,47.400757,13.502687,-131.34296,16.46005,23.166016,68.03067,-50.015152,-65.66832,40.085457,10.135307,-118.259705,-8.395442,13.246035,13.256353,-28.853098,-26.927694,22.828833,20.720592,-73.86626,-21.535128,14.42389,5.5179505,-42.195145,-1.2215598,30.81109,-0.865647,10.347735,0.3203179,9.414796,2728.629674823446,1180.234592498762,1881.8856405985773,5061.707073709239,-7.9954686,-2.5864701,-5.2362394,-11.271797,-13.303942,189.9004489704714,79.18849303742277,251.1141558100391,1.0,0.14600196,0.14232057,0.17546280570652173,-1.6477472e-06,0.20570743,0.972332,1.0493424036281178,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\14.wav,اخضر,هيفاء,هيفاء_اخضر,-211.39749,94.6429,-78.04585,-375.28992,170.03337,23.210749,211.67139,131.88293,-36.683495,32.852184,17.918943,-92.02895,-10.718503,11.919378,9.349368,-42.1722,-44.31537,30.132755,17.153046,-110.65985,-1.6632578,27.08451,49.681046,-36.441322,-22.357668,11.642034,-3.2169044,-44.545357,-8.596551,12.819805,21.394806,-36.06769,-3.578126,15.6776085,-1.2397593,4.127659,0.5850527,6.469204,1094.362878591071,319.0168889611687,1092.6530601042937,1663.1232766544117,6.804324,7.635391,4.555538,-1.6582702,-12.264199,241.91722313110512,70.85427154567131,250.55520704715448,1.0,0.16208555,0.1361683,0.06626263786764706,0.00016149858,0.21448869,1.0,0.7706575963718821,4,2,0.5,3
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\21.wav,اخضر,أسيل,أسيل_اخضر,-282.90424,173.71422,-64.688034,-562.5642,43.79701,62.873055,136.97461,-69.3295,-82.1881,58.8371,28.298702,-173.74329,13.261787,22.247362,45.397007,-42.44841,-61.745876,41.815907,3.2901971,-113.4595,11.5936365,13.690037,43.44552,-20.159237,-27.440845,23.37928,9.767295,-82.93933,-19.001045,20.768517,17.01158,-52.593803,-4.104648,27.445887,0.41068053,10.900893,2.1704855,9.08425,3234.5546075378247,1378.2747281071065,1762.01690891205,5236.985426682692,-18.961514,-12.694513,-12.982298,-15.002212,-14.951904,151.9410279377479,77.24670976934529,252.05479452054794,1.0,0.11418619,0.12062232,0.26184395032051283,2.4844678e-06,0.16716824,0.974219,0.8940136054421769,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\22.wav,اخضر,أسيل,أسيل_اخضر,-301.9651,157.79323,-109.2363,-580.6844,58.749092,40.701557,127.90334,-7.5988255,-73.13203,55.31989,15.847744,-170.50359,15.193851,27.069374,96.75057,-43.013206,-55.145382,37.624603,15.226391,-104.09081,9.390156,14.103704,35.768486,-23.565628,-26.429527,21.03035,1.9449341,-82.975525,-20.934769,15.6668,16.746956,-47.15763,-1.8380697,32.2977,-1.0552078,9.09689,0.39525485,11.915076,2807.1313443849676,1195.5984660271697,1808.6749610432876,4932.7783203125,-13.179469,-12.190119,-12.379093,-14.777969,-15.373506,177.42872062806072,80.21599786431933,245.20667434333293,1.0,0.08130605,0.09149292,0.19365234375,1.1508574e-06,0.12295302,0.88959837,1.0355102040816326,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\23.wav,اخضر,أسيل,أسيل_اخضر,-271.2829,152.15639,-85.71279,-539.21216,69.52993,44.87771,136.91156,-14.964811,-60.58369,56.153595,27.29512,-136.89873,7.608826,20.625635,74.626114,-25.091402,-59.228786,38.10011,1.2597343,-111.69014,2.8641202,7.5566697,20.930126,-17.404388,-18.508604,24.881302,18.583076,-65.908005,-20.642336,14.457478,10.040001,-50.186844,-3.3707037,24.730488,-1.0640506,9.680118,0.80143356,9.226452,2681.1239758763277,1292.6628915193485,1821.6554039822117,4817.428234011628,-10.781024,-7.993362,-9.076624,-12.985783,-16.19515,219.82288587062973,69.10925954566586,246.5158631834072,1.0,0.10355438,0.10530018,0.18413880813953487,1.1253221e-06,0.14878653,1.0,0.9837641723356009,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\24.wav,اخضر,أسيل,أسيل_اخضر,-227.82425,106.15194,-130.46509,-537.4809,74.52559,31.527685,110.13755,-16.01739,-81.66789,46.208344,5.9775553,-142.16739,3.184251,12.861414,28.07814,-17.748087,-78.52425,24.542154,-6.142196,-113.3042,7.3154774,9.126208,25.22586,-8.917825,-29.062798,16.03554,-4.651811,-72.04466,-26.818869,14.7591305,6.509126,-49.42932,7.913582,24.565567,3.060926,6.9785404,-1.772314,9.84526,2466.91001291088,811.6226531153179,1765.4686506968644,4745.743375211148,-5.394424,1.5748568,0.89574945,-3.136148,-7.022799,239.6198262653065,61.97232904899942,237.14768803819686,1.0,0.12312719,0.09790912,0.15754328547297297,-4.015661e-06,0.15856247,1.0,0.8456689342403628,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\25.wav,اخضر,أسيل,أسيل_اخضر,-247.14088,140.73087,-114.14188,-553.7361,86.618774,36.900898,128.55997,-0.45202655,-76.05228,49.983932,35.58574,-132.8257,13.647353,25.993628,54.433075,-60.326668,-58.772858,35.175915,4.1999,-115.36676,-20.498837,15.393702,5.9463754,-63.939598,-39.71059,19.860706,1.9819534,-78.21458,-10.145673,8.5094185,6.3737216,-29.798649,-1.8946689,33.03924,-0.42731452,10.377539,1.3845627,10.191306,2354.8146123974857,1148.0718519975337,1720.6351183474676,4163.163956351902,-6.8139443,-0.23461317,-2.9520376,-12.549309,-14.215484,229.59084526450138,67.70613830564253,248.66242087066968,1.0,0.11477373,0.09618893,0.1446480129076087,1.6276477e-06,0.15059404,1.0,1.0561904761904761,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اخضر\26.wav,اخضر,أسيل,أسيل_اخضر,-247.45537,147.06894,-106.50103,-516.1677,68.7956,43.532993,139.15787,-3.643507,-64.06624,47.400757,13.502687,-131.34296,16.46005,23.166016,68.03067,-50.015152,-65.66832,40.085457,10.135307,-118.259705,-8.395442,13.246035,13.256353,-28.853098,-26.927694,22.828833,20.720592,-73.86626,-21.535128,14.42389,5.5179505,-42.195145,-1.2215598,30.81109,-0.865647,10.347735,0.3203179,9.414796,2728.629674823446,1180.234592498762,1881.8856405985773,5061.707073709239,-7.9954686,-2.5864701,-5.2362394,-11.271797,-13.303942,189.9004489704714,79.18849303742277,251.1141558100391,1.0,0.14600196,0.14232057,0.17546280570652173,-1.6477472e-06,0.20570743,0.972332,1.0493424036281178,4,2,0.5,4
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\1.wav,اربعة,أحمد,أحمد_اربعة,-239.4231,98.81511,-112.44801,-500.64005,90.737404,30.456429,155.82019,-3.498561,-37.85991,37.08051,50.431892,-86.63399,32.289017,20.763199,69.60733,-21.124561,-35.762646,25.14154,7.038926,-71.2035,0.8954511,9.921955,17.589788,-24.18863,-28.595638,8.256899,-8.327002,-40.75481,-37.554302,15.632751,6.3981037,-62.75158,3.5475566,19.80755,0.21500766,6.8759747,-2.4182453,5.3517113,1668.674946271732,844.2385253658156,1550.9748903977493,3203.5533558238635,10.6805315,6.5469017,-2.2614202,-5.1307583,-3.2483788,290.4619721907957,12.329752601671565,38.71176481575213,1.0,0.22037506,0.14134805,0.08709161931818182,-1.8434297e-05,0.26281542,1.0,0.7604535147392291,5,0,0.0,1
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اربعة\10.wav,اربعة,عاصم,عاصم_اربعة,-267.06183,128.49744,-113.10565,-542.2503,78.43049,34.066395,116.28557,-20.71209,-81.74354,55.393463,28.385498,-157.06274,8.845341,31.032785,89.64779,-28.258461,-55.264023,27.262558,18.888332,-96.35714,-0.8997527,15.59747,21.361034,-36.883915,-35.473934,14.568587,2.9130883,-60.40466,-29.16452,20.01928,0.36014476,-73.02534,2.7463837,27.978405,3.5081277,7.7281036,-2.6687915,12.138597,2174.404983258131,702.3880766214036,1588.0731124651368,3998.1360802283652,-6.015977,-4.6943045,-7.1402435,-11.485978,-11.143754,244.73961958018006,59.16150364579773,249.9724104369109,1.0,0.0865026,0.078225166,0.12896259014423078,-7.438785e-07,0.118424505,1.0,0.5855328798185941,5,0,0.0,2
